player_id,player_display_name,position,recent_team,season,week,carries,rushing_yards,rushing_tds,receptions,targets,receiving_yards,receiving_tds,opponent_team,wopr,rushing_epa,receiving_epa,target_share,receiving_air_yards,air_yards_share,racr,scored_touchdown,redzone_carry_share,redzone_target_share,endzone_targets,endzone_target_share,team_x,spread_line,total_line,implied_total,inside_5_carry_share,inside_5_target_share,depth_chart_rank,team_y,offense_snap_share,rush_yards_over_expected_per_att,rush_pct_over_expected,avg_time_to_los,percent_attempts_gte_eight_defenders,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,catch_percentage,avg_expected_yac,avg_yac_above_expectation,avg_carries,avg_rushing_yards,avg_receptions,avg_receiving_yards,avg_wopr,avg_rushing_epa,avg_receiving_epa,avg_target_share,avg_receiving_air_yards,avg_racr,avg_scored_touchdown,avg_redzone_carry_share,avg_redzone_target_share,avg_endzone_targets,avg_endzone_target_share,avg_inside_5_carry_share,avg_inside_5_target_share,avg_offense_snap_share,avg_rush_yards_over_expected_per_att,avg_rush_pct_over_expected,avg_avg_time_to_los,avg_percent_attempts_gte_eight_defenders,avg_avg_cushion,avg_avg_separation,avg_avg_intended_air_yards,avg_percent_share_of_intended_air_yards,avg_catch_percentage,avg_avg_expected_yac,avg_avg_yac_above_expectation,team_continuity,rushing_tds_allowed_to_DB,rushing_tds_allowed_to_QB,rushing_tds_allowed_to_RB,rushing_tds_allowed_to_TE,rushing_tds_allowed_to_WR,passing_tds_allowed_to_DB,passing_tds_allowed_to_DL,passing_tds_allowed_to_LB,passing_tds_allowed_to_OL,passing_tds_allowed_to_QB,passing_tds_allowed_to_RB,passing_tds_allowed_to_TE,passing_tds_allowed_to_WR
00-0023500,Frank Gore,RB,NYJ,2020,6,11,46.0,0,4,4,24.0,0,MIA,0.16712528,-2.8442776,-0.10563645,0.102564104,7.0,0.01897019,3.4285715,0,0.0,0.0,0.0,0.0,NYJ,9.0,47.0,19.0,0.0,0.0,1,NYJ,0.35,-0.35068473256326177,0.5454545454545454,2.572375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.933379597501734,36.970159611380986,0.4163775156141568,2.342123525329632,0.046070598862098376,-2.7114333242364097,-0.5852101414382334,0.02396475147561924,4.7467036780013885,0.36433032150900585,0.0,0.48664122137404575,0.0433726591690806,0.260235947258848,0.005914453346792001,0.0,0.0,0.39951422623178345,-0.3544230751578193,0.15968764060367113,1.2855224858417087,1.338356300188361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.11242192921582234,1.3226925746009714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3539208882720333,0.09368494101318528,0.9750173490631506
00-0023682,Ryan Fitzpatrick,QB,MIA,2020,6,1,4.0,0,0,0,0.0,0,NYJ,0.0,1.437825,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,MIA,-9.0,47.0,28.0,0.0,0.0,1,MIA,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.517696044413602,27.240111034004162,0.1561415683553088,0.0,0.008674531639925228,0.5840361990402324,-0.23914847334253544,0.007807078534099975,-0.6245662734212352,0.0,0.4163775156141568,0.19255681043797113,0.0,0.0,0.0,0.06758699508734166,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.4899375433726578,1.7314365024288687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05621096460791117,0.3435114503816794,1.0104094378903539
00-0024243,Marcedes Lewis,TE,GB,2020,6,0,0.0,0,0,2,0.0,0,TB,0.14845204,0.0,-1.5361463,0.06451613,22.0,0.0738255,0.0,0,0.0,0.0,0.0,0.0,GB,-1.0,55.0,28.0,0.0,0.0,1,GB,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.749999999999998,0.10555555997416376,0.0,0.7526632715016603,0.05416666949167847,10.0,0.703125,0.625,0.0,0.1785714365541935,0.625,0.01953125,0.0,0.15625,0.36875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6773074253990283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05621096460791117,0.6939625260235948,0.732824427480916
00-0025394,Adrian Peterson,RB,DET,2020,6,15,40.0,1,1,1,18.0,0,JAX,0.07180717,-2.3835716,1.8059741,0.032258064,9.0,0.03345725,2.0,1,0.33333334,0.0,0.0,0.0,DET,-3.0,54.5,28.75,0.25,0.0,2,DET,0.35,-1.4144219532530735,0.2,2.6610769230769225,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.669117647058822,53.23897058823528,0.5735294117647058,4.841911764705881,0.06598473362186374,-0.9210225766634239,-0.4495201787966139,0.046795214033302134,-1.5477941176470589,0.12316178661935451,0.45955882352941174,0.5964154423597982,0.0,0.0,0.0,0.45955882352941174,0.0,0.4370220588235293,-0.4047814305564218,0.28194232238349887,2.2930400472689074,15.660809778456835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.1561415683553088,0.732824427480916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31644691186675916,0.777238029146426,1.2109646079111727
00-0026035,Danny Amendola,WR,DET,2020,6,0,0.0,0,2,2,31.0,0,JAX,0.1306032,0.0,2.7568064,0.06451613,13.0,0.048327137,2.3846154,0,0.0,0.0,0.0,0.0,DET,-3.0,54.5,28.75,0.0,0.0,1,DET,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0220588235294117,42.67279411764705,0.3130517304491471,0.0,-0.4028063504134905,0.1370852037661654,42.27573529411764,1.3855343581012942,0.0,0.0,0.03446691176470588,0.275735294117647,0.00889468690702087,0.0,0.0,0.5259191176470588,0.0,0.0,0.0,0.0,1.3389075630252099,0.5643775381867856,2.975294117647058,7.121753348263103,11.817226890756299,0.9887071904697831,-0.026170425763900888,1,0.0,0.1561415683553088,0.732824427480916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31644691186675916,0.777238029146426,1.2109646079111727
00-0026143,Matt Ryan,QB,ATL,2020,6,4,8.0,0,0,0,0.0,0,MIN,0.0,-2.871282,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,ATL,4.0,54.0,25.0,0.0,0.0,1,ATL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5412907702984036,3.455239417071477,0.0,0.0,0.0,0.4637003401753225,0.0,0.0,0.0,0.0,0.0,0.04973398140223799,0.0,0.0,0.0,0.0,0.0,0.9994378903539209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.8959056210964607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4337265787647467,1.7064538514920193
00-0026158,Joe Flacco,QB,NYJ,2020,6,1,0.0,0,0,0,0.0,0,MIA,0.0,-2.216208,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,NYJ,9.0,47.0,19.0,0.0,0.0,1,NYJ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,12.5,0.0,0.0,0.0,1.5323293209075928,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.6437499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.11242192921582234,1.3226925746009714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3539208882720333,0.09368494101318528,0.9750173490631506
00-0026498,Matthew Stafford,QB,DET,2020,6,5,14.0,0,0,0,0.0,0,JAX,0.0,0.6369078,0.0,0.0,0.0,0.0,0.0,0,0.11111111,0.0,0.0,0.0,DET,-3.0,54.5,28.75,0.0,0.0,1,DET,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3161764705882346,11.768382352941174,0.0,0.0,0.0,1.000194470562479,0.0,0.0,0.0,0.0,0.0,0.14935661764705882,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.1561415683553088,0.732824427480916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31644691186675916,0.777238029146426,1.2109646079111727
00-0027029,LeSean McCoy,RB,TB,2020,6,4,1.0,0,1,1,6.0,0,GB,0.05858586,-3.7375824,0.6977342,0.037037037,1.0,0.0043290043,6.0,0,0.0,0.16666667,0.0,0.0,TB,1.0,55.0,27.0,0.0,0.0,2,TB,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6249999999999999,0.5514705882352942,1.9374999999999996,12.496323529411764,0.12536452470265108,-0.1999349968836588,-0.7301205710014876,0.07685745964922447,3.1470588235294104,0.8354779457782997,0.0,0.0,0.07858455980963566,0.16544117647058823,0.00472689075630252,0.0,0.0,0.14180147058823525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.2830882352941175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.551470588235294,0.0,0.8051470588235293
00-0027150,Julian Edelman,WR,NE,2020,6,0,0.0,0,2,6,8.0,0,DEN,0.5,0.0,-2.4705107,0.22222222,35.0,0.23809524,0.22857143,0,0.0,0.0,0.0,0.0,NE,-8.0,45.0,26.5,0.0,0.0,1,NE,0.75,0.0,0.0,0.0,0.0,8.201666666666666,2.634227342242071,6.198333333333334,23.928709303821908,33.33333333333333,3.2455037493223244,-1.0805037493223253,0.37499999999999994,2.0073529411764697,3.75,57.69852941176469,0.5756988687550321,0.014856313957887503,0.10550341448363149,0.2167610186426078,71.36764705882352,0.7877296997124656,0.0,0.0,0.1275385177475126,0.4411764705882352,0.013607715813598162,0.0,0.1378676470588235,0.6803676470588235,0.0,0.0,0.0,0.0,6.365828877005347,2.6014121530552496,9.976780382607586,35.734256840112195,51.291539343009916,3.518872973818017,-0.6828680718572318,1,0.0,0.45955882352941174,0.16544117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19852941176470584,1.1580882352941173
00-0027656,Rob Gronkowski,TE,TB,2020,6,0,0.0,0,5,8,78.0,1,GB,0.720202,0.0,6.277172,0.2962963,91.0,0.3939394,0.85714287,1,0.0,0.33333334,2.0,0.07142857142857142,TB,1.0,55.0,27.0,0.0,1.0,1,TB,0.84,0.0,0.0,0.0,0.0,4.69,2.7929454308832717,10.598749999999999,37.81216553692472,62.5,6.093834144672973,-0.24183414467297393,0.0,0.0,2.610687022900763,38.21374045801527,0.2595393110084749,0.0,1.3223040508859942,0.1188186087130487,43.58917418459403,0.9282790738869506,0.0,0.0,0.13662387373276172,0.4163775156141568,0.009766291842208483,0.0,0.0,0.8239208882720334,0.0,0.0,0.0,0.0,3.279883761276891,1.6071939909876405,4.618072766927728,7.294938301133348,35.06989194012095,4.695225064193629,1.1290578411961487,1,0.0,0.0,1.2830882352941175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.551470588235294,0.0,0.8051470588235293
00-0027696,Jimmy Graham,TE,CHI,2020,6,0,0.0,0,5,8,34.0,0,CAR,0.44943088,0.0,0.50631166,0.22222222,34.0,0.16585366,1.0,0,0.0,0.2,0.0,0.0,CHI,1.5,44.5,21.5,0.0,0.0,1,CHI,0.68,0.0,0.0,0.0,0.0,7.036666666666666,2.4682912596260183,3.7325000000000017,15.104456472254546,62.5,3.6801248918060994,-0.8881248918061035,0.0,0.0,3.541290770298404,35.360860513532266,0.2883215565945356,0.0,2.1865453743301515,0.12875601483572283,49.14781401804303,0.8430345581688043,0.6460791117279667,0.0,0.2512775258956726,1.4482997918112421,0.03296127611349883,0.0,0.13584316502752444,0.7090562109646079,0.0,0.0,0.0,0.0,5.0752827897293535,1.9046555766722324,9.068544661445426,14.11276538632897,58.620005948250224,1.9261297012532055,0.3285499193806138,1,0.0,0.0,1.0395558639833449,0.0,0.0,0.0,0.0,0.260235947258848,0.0,0.0,0.260235947258848,0.260235947258848,0.5662734212352533
00-0027891,Golden Tate,WR,NYG,2020,6,0,0.0,0,1,1,11.0,0,WAS,0.14493333,0.0,1.8981833,0.055555556,11.0,0.088,1.0,0,0.0,0.0,0.0,0.0,NYG,-2.5,43.0,22.75,0.0,0.0,1,NYG,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.264705882352941,35.43749999999999,0.3725740487742073,0.0,0.5914059833842602,0.17633461431764502,32.970588235294116,1.093761313268367,0.0,0.0,0.009926470736151232,0.0,0.0,0.0,0.0,0.6916911764705881,0.0,0.0,0.0,0.0,8.786948529411765,3.230461798771642,6.271983718487394,15.975743527974382,76.890756302521,4.013958875808519,-1.1268485816908715,1,0.0,0.8813324080499653,1.0062456627342125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5898681471200554,0.7890353920888272,0.527411519777932
00-0027939,Cam Newton,QB,NE,2020,6,10,76.0,1,1,1,16.0,0,DEN,0.07460318,6.622657,1.6330633,0.037037037,4.0,0.027210884,4.0,1,0.8,0.0,0.0,0.0,NE,-8.0,45.0,26.5,1.0,0.0,1,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.714285714285715,41.938775510204074,0.0,0.0,0.0,0.6700075183595928,0.0,0.0,0.0,0.0,0.4897959183673469,0.39682540616818834,0.0,0.0,0.0,0.4285714322206925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.45955882352941174,0.16544117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19852941176470584,1.1580882352941173
00-0027942,A.J. Green,WR,CIN,2020,6,0,0.0,0,8,11,96.0,0,IND,0.70389086,0.0,10.140848,0.2820513,138.0,0.4011628,0.6956522,0,0.0,0.0,0.0,0.0,CIN,7.5,45.5,19.0,0.0,0.0,1,CIN,0.79,0.0,0.0,0.0,0.0,4.225454545454546,1.662538642323958,12.161818181818182,38.53665562436987,72.72727272727273,2.6930413717541373,0.1969586282458624,0.0,0.0,1.6030534351145034,11.985426786953502,0.29921119793536016,0.0,-3.20035255141427,0.10953528745556192,66.79528105482304,0.16786831932880447,0.0,0.0,0.014413068385110967,0.48716169326856346,0.009266106187642916,0.0,0.0,0.5807841776544066,0.0,0.0,0.0,0.0,2.614155767896226,0.7380428461103712,8.699065552767841,14.999015525197793,23.501307852452893,0.7009997923501559,-0.4138408749316975,1,0.0,0.0,0.09368494101318528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4337265787647467,0.0,1.0187369882026371
00-0027944,Julio Jones,WR,ATL,2020,6,0,0.0,0,8,10,137.0,2,MIN,0.6239825,0.0,15.549294,0.27027026,79.0,0.31225297,1.7341772,1,0.0,0.6666667,2.0,0.05,ATL,4.0,54.0,25.0,0.0,1.0,4,ATL,0.8,0.0,0.0,0.0,0.0,6.023000000000001,2.303309970251356,8.67,33.77878209373903,80.0,3.891467307429659,4.5347826925703405,0.0,0.0,4.306122448979591,52.51020408163266,0.297894358026738,0.0,4.395989354775876,0.12872841558894332,63.61224489795918,1.6118903245244707,0.0,0.0,0.018367347212470308,0.30612244897959184,0.008273579702151132,0.0,0.0,0.4977551020408163,0.0,0.0,0.0,0.0,1.1898979591836736,0.40130918873200544,2.829030612244898,6.480427470495701,13.775510204081632,0.41966385286702246,0.19237696345950767,1,0.0,0.0,0.8959056210964607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4337265787647467,1.7064538514920193
00-0027948,Blaine Gabbert,QB,TB,2020,6,3,2.0,0,0,0,0.0,0,GB,0.0,-3.06677,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,TB,1.0,55.0,27.0,0.0,0.0,2,TB,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,1.2830882352941175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.551470588235294,0.0,0.8051470588235293
00-0027966,Mark Ingram,RB,BAL,2020,6,5,20.0,0,0,0,0.0,0,PHI,0.0,0.032433663,0.0,0.0,0.0,0.0,0.0,0,0.2857143,0.0,0.0,0.0,BAL,-10.0,46.5,28.25,0.0,0.0,1,BAL,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.351145038167939,45.037473976405266,0.4476058292852186,2.8417765440666196,0.04959521062884125,-0.2912656128365162,-0.12719260515757605,0.029317402499963802,1.4365024288688408,0.3814752866293637,0.3539208882720333,0.6102822200446224,0.031228314601738034,0.0,0.0,0.6939625260235948,0.0,0.3047258848022207,0.2229793355477237,0.1745820452968267,1.4128543309570374,0.5621096460791116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.9000693962526022,0.0,0.7876474670367799,0.0,0.0,0.0,0.0,0.0,0.0,0.5975017349063151,1.6134628730048575
00-0027973,Andy Dalton,QB,DAL,2020,6,2,4.0,0,0,0,0.0,0,ARI,0.0,-0.20337074,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,DAL,1.0,55.0,27.0,0.0,0.0,2,DAL,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,-3.7928783893585205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.260235947258848,0.3539208882720333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3726578764746703,0.4163775156141568,0.6835530881332408
00-0027981,Kyle Rudolph,TE,MIN,2020,6,0,0.0,0,3,4,47.0,0,ATL,0.23468158,0.0,2.8436065,0.114285715,30.0,0.090361446,1.5666667,0,0.0,0.1,1.0,0.027777777777777776,MIN,-4.0,54.0,29.0,0.0,0.0,1,MIN,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3789035392088826,14.65510062456627,0.15476052981648156,0.0,0.41564739334344014,0.0749192144657116,16.13948646773074,1.0192338072699363,0.1561415683553088,0.0,0.05204719100289672,0.1561415683553088,0.005783021050196623,0.0,0.0780707841776544,0.7269049271339347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.2810548230395558,0.14989590562109645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.806384455239417,1.2428868841082579,0.8022206800832754
00-0028002,Randall Cobb,WR,HOU,2020,6,0,0.0,0,3,4,17.0,1,TEN,0.1956951,0.0,1.7796065,0.10810811,16.0,0.047904193,1.0625,1,0.0,0.2,1.0,0.02631578947368421,HOU,3.5,53.5,25.0,0.0,0.4,2,HOU,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.328244274809159,51.40735600277585,0.32096324235428375,0.0,3.059047698850519,0.16143116048853234,35.132546842470504,1.4891952550055496,0.1561415683553088,0.0,0.06528204785999864,0.31644691186675916,0.00964253043971989,0.0,0.05621096460791117,0.6727827897293547,0.0,0.0,0.0,0.0,5.7054215822345595,2.0726752838980023,4.249005320379366,7.5959943121706575,61.58917418459403,6.067443934581268,-0.9389833747848306,1,0.0,0.0,0.5404411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6249999999999999,0.5404411764705882,1.1764705882352942
00-0028087,Dion Lewis,RB,NYG,2020,6,0,0.0,0,1,1,10.0,0,WAS,0.07213333,0.0,1.2927734,0.055555556,-2.0,-0.016,-5.0,0,0.0,0.0,0.0,0.0,NYG,-2.5,43.0,22.75,0.0,0.0,3,NYG,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4094378903539206,4.532269257460097,1.9188063844552392,7.449687716863289,0.19559919635334166,0.03111032848967024,-1.1743798106598573,0.11107426374700854,8.768910478834142,0.8765699165323224,0.09368494101318528,0.09368494101318528,0.04654505979696303,0.0,0.0,0.09368494101318528,0.0,0.3532893823733518,-0.19178643817643387,0.018736988202637056,0.22246009715475354,1.8736988202637055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.8813324080499653,1.0062456627342125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5898681471200554,0.7890353920888272,0.527411519777932
00-0028411,Dontrelle Inman,WR,WAS,2020,6,0,0.0,0,5,5,45.0,0,NYG,0.29962122,0.0,6.379012,0.125,37.0,0.16017316,1.2162162,0,0.0,0.0,0.0,0.0,WAS,2.5,43.0,20.25,0.0,0.0,1,WAS,0.9,0.0,0.0,0.0,0.0,6.368,3.023418025070109,7.697999999999999,15.532687651331715,100.0,1.6256019262590826,-0.3236019262590817,0.0,0.0,2.242886884108258,15.385843164469117,0.1987557703038415,0.0,-0.11708644214477247,0.09464928160093874,21.106870229007633,0.46067107073306035,0.1561415683553088,0.0,0.07078417948473666,0.3122831367106176,0.008674531575294932,0.0,0.09368494101318528,0.6570853573907008,0.0,0.0,0.0,0.0,4.298893823733518,2.137893466532741,4.950620402498265,10.940703715270777,34.621790423317144,2.7601639532062956,-1.0571695049065046,1,0.0,0.0,1.1797362942401108,0.260235947258848,0.1561415683553088,0.0,0.0,0.0,0.0,0.4337265787647467,0.24982650936849407,0.0,0.5225537820957669
00-0029000,Cole Beasley,WR,BUF,2020,6,0,0.0,0,4,7,45.0,1,KC,0.59637797,0.0,-0.045379106,0.28,64.0,0.2519685,0.703125,1,0.0,0.5,0.0,0.0,BUF,5.0,57.5,26.25,0.0,0.0,1,BUF,0.64,0.0,0.0,0.0,0.0,5.9433333333333325,3.099940676247788,8.684285714285716,21.892894443043897,57.14285714285714,2.3966965565178953,0.3833034434821041,0.0,0.0,5.013185287994448,56.74739764052742,0.31640785614042793,0.0,5.406670690823726,0.14931987918846146,40.768910478834144,1.386701489057415,0.260235947258848,0.0,0.2173143667863691,0.31644691186675916,0.008875975940265976,0.0,0.2569396260357995,0.5360721721027063,0.0,0.0,0.0,0.0,5.027484385843164,2.313650223343313,5.193999041670796,9.536719180265397,67.7753544165758,3.4027557863614755,-0.28704794458493066,1,0.0,0.14989590562109645,0.9236641221374046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9063150589868146,1.2213740458015265
00-0029293,Marvin Jones,WR,DET,2020,6,0,0.0,0,2,5,8.0,0,JAX,0.34342247,0.0,-5.455467,0.16129032,39.0,0.14498141,0.20512821,0,0.0,0.11111111,0.0,0.0,DET,-3.0,54.5,28.75,0.0,0.0,1,DET,0.81,0.0,0.0,0.0,0.0,6.864,2.5105372287031047,11.696000000000002,19.73408922183978,40.0,3.727583641777187,-1.4075836417771868,0.0,0.0,2.3455882352941173,27.463235294117645,0.2673468550338464,0.0,1.0949844090158447,0.10977827459025906,42.51838235294117,0.6733849687940057,0.16544117647058823,0.0,0.12447479383691266,0.7242647058823529,0.02235796032122526,0.0,0.16544117647058823,0.8991544117647059,0.0,0.0,0.0,0.0,1.7840762867647055,0.4899990152513282,1.9709283088235297,4.3328766910339045,15.992647058823524,0.6052440465838651,0.0063919828278991625,1,0.0,0.1561415683553088,0.732824427480916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31644691186675916,0.777238029146426,1.2109646079111727
00-0029567,Nick Foles,QB,CHI,2020,6,5,4.0,1,0,0,0.0,0,CAR,0.0,0.39911994,0.0,0.0,0.0,0.0,0.0,1,0.125,0.0,0.0,0.0,CHI,1.5,44.5,21.5,0.33333334,0.0,1,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6734693877551017,-1.3673469387755102,0.0,0.0,0.0,-1.6177887721937527,0.0,0.0,0.0,0.0,0.0,0.15306122448979592,0.0,0.0,0.0,0.0,0.0,0.9118367346938775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0395558639833449,0.0,0.0,0.0,0.0,0.260235947258848,0.0,0.0,0.260235947258848,0.260235947258848,0.5662734212352533
00-0029604,Kirk Cousins,QB,MIN,2020,6,0,0.0,0,0,0,0.0,0,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,MIN,-4.0,54.0,29.0,0.0,0.0,1,MIN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0117973629424015,6.265787647467036,0.0,0.0,0.0,0.6064639541732196,0.0,0.0,0.0,0.0,0.0,0.07885938030741928,0.0,0.0,0.0,0.4337265787647467,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.2810548230395558,0.14989590562109645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.806384455239417,1.2428868841082579,0.8022206800832754
00-0029608,T.Y. Hilton,WR,IND,2020,6,0,0.0,0,1,5,11.0,0,CIN,0.2377551,0.0,-1.6239792,0.11904762,29.0,0.08454811,0.37931034,0,0.0,0.0,0.0,0.0,IND,-7.5,45.5,26.5,0.0,0.0,1,IND,0.94,0.0,0.0,0.0,0.0,4.3725000000000005,4.000373955342856,5.694000000000001,8.52803738317757,20.0,12.936381548352074,-2.1363815483520767,0.0,0.0,4.357390700902151,51.195697432338655,0.5812084914742865,0.0,-1.7681423665168463,0.23048203541928905,79.9090909090909,0.7142470471566126,0.0,0.0,0.15263458082321862,0.14989590562109645,0.004969375132003739,0.0,0.0,0.7892782789729355,0.0,0.0,0.0,0.0,5.085,2.0109543214486614,9.18437543372658,28.778642749737596,49.75711311589174,2.0578726843252264,-0.056096718560711814,1,0.0,0.1561415683553088,0.33726578764746706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09368494101318528,0.4337265787647467,1.2040249826509366
00-0029701,Ryan Tannehill,QB,TEN,2020,6,0,0.0,0,0,0,0.0,0,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,TEN,-3.5,53.5,28.5,0.0,0.0,1,TEN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9007352941176467,25.158088235294116,0.275735294117647,0.0,0.012533422833418144,2.7956821567324153,-0.4063481245847309,0.008355615222278762,0.0,0.0,0.45955882352941174,0.06565126343904172,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0867453157529492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09368494101318528,0.21235253296321996,1.3962526023594726
